latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
30.896309,75.83432,252.0,19800,Asia/Kolkata,GMT+5:30

time,temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),wind_speed_10m_max (km/h),wind_gusts_10m_max (km/h),wind_direction_10m_dominant (°)
2025-12-13,15.3,20.9,10.3,14.9,20.6,9.0,8.6,16.9,107
2025-12-14,16.0,22.5,10.8,15.8,22.1,9.9,7.3,14.8,112
2025-12-15,16.0,22.7,10.8,15.1,20.8,9.5,13.7,34.6,301
2025-12-16,15.4,21.6,10.4,14.2,19.9,8.7,12.9,32.8,299
2025-12-17,15.5,22.0,10.5,14.7,20.7,9.0,9.9,25.2,295
2025-12-18,14.6,20.2,11.1,15.2,21.0,11.3,3.8,14.0,229
2025-12-19,14.1,19.5,11.1,13.8,18.7,10.5,9.4,22.7,298
2025-12-20,13.9,18.5,11.2,13.9,19.2,10.7,8.9,18.0,164
2025-12-21,14.4,19.1,10.9,14.3,19.3,10.2,8.9,20.5,114
2025-12-22,14.8,20.5,9.8,14.7,20.7,9.6,8.0,15.1,43
2025-12-23,15.2,20.5,11.1,14.7,20.6,10.0,11.9,27.0,298
2025-12-24,14.3,20.0,9.7,13.3,18.1,8.2,10.9,28.4,294
2025-12-25,13.0,19.6,7.7,12.2,18.6,6.1,7.4,15.8,277
2025-12-26,13.3,19.5,8.6,12.7,18.0,7.5,6.8,21.6,325
2025-12-27,13.0,18.6,8.4,12.3,17.5,7.2,8.4,24.8,306
2025-12-28,12.5,18.6,7.9,11.9,17.3,7.1,8.4,23.8,292
2025-12-29,12.0,17.5,8.9,11.0,16.0,7.5,7.9,20.5,297
2025-12-30,12.7,18.5,9.7,11.8,17.0,8.7,10.9,27.4,297
2025-12-31,12.0,16.5,8.3,11.0,15.7,7.7,12.3,30.2,123
2026-01-01,12.1,14.3,10.6,11.5,14.8,9.2,13.6,31.3,125
2026-01-02,12.6,15.6,9.4,12.0,14.6,9.2,10.9,28.1,321
2026-01-03,11.6,15.3,9.3,11.0,14.5,8.5,7.8,21.6,299
2026-01-04,11.4,14.8,9.2,10.6,13.7,8.4,7.6,21.6,309
2026-01-05,11.9,16.2,9.2,10.9,14.7,8.1,11.8,28.1,323
2026-01-06,10.8,15.4,7.2,9.6,14.4,5.4,9.8,25.9,310
2026-01-07,10.4,14.4,7.7,9.3,13.3,6.1,7.6,19.4,312
2026-01-08,8.8,12.6,5.7,7.4,11.5,4.1,8.3,17.6,314
2026-01-09,8.8,13.0,6.4,7.4,11.8,5.2,10.3,20.2,319
2026-01-10,8.6,14.0,5.1,6.6,11.8,2.9,10.6,27.0,303
2026-01-11,8.2,13.6,4.6,6.0,11.8,1.7,11.2,26.6,306
2026-01-12,7.9,13.4,4.9,6.3,12.2,2.5,9.4,19.1,305
2026-01-13,7.1,12.1,4.2,5.4,10.6,2.1,8.0,20.2,310
2026-01-14,8.2,13.4,5.2,6.6,12.1,3.1,7.6,22.0,299
2026-01-15,9.2,14.8,5.8,7.6,13.5,3.9,10.4,25.2,303
2026-01-16,9.5,15.6,5.1,8.3,14.8,3.0,8.2,18.0,298
2026-01-17,11.4,17.1,7.8,10.8,17.2,6.8,6.0,14.4,20
2026-01-18,10.9,17.5,6.2,10.3,17.2,4.9,3.4,12.6,339
2026-01-19,12.7,21.2,5.4,11.8,20.2,3.9,9.3,19.1,338
2026-01-20,13.8,21.5,7.3,12.8,20.2,6.0,7.6,20.2,296
2026-01-21,13.0,20.9,6.4,11.9,19.2,4.8,9.5,26.6,297
2026-01-22,13.7,21.3,6.9,12.0,19.1,5.8,26.9,47.9,126
2026-01-23,12.6,16.1,8.2,10.2,13.4,6.5,31.9,67.0,152
2026-01-24,8.9,13.8,5.1,6.3,10.3,2.5,13.0,32.0,328
